OBJECTID,LINKID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_SOURCE_ID,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,DATA_CUSTODIAN_EMAIL,METADATA_URL,Shape__Length
47560,796121,2016/06/21 04:00:00+00,SC-1144E (Northampton County),R-VA065SC01144EB,  6501144     ,65-1144 Wilsonia WY,Cul-de-Sac,65-1141 Wilsonia Dr,20,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.3,Northampton County,,,796121,1,1,48000,SC-1144E (Northampton County) - ADT 20,Hampton Roads,Hampton Roads,SC,2527800,,,591.571746961969
47570,754592,2002/04/16 04:00:00+00,Helen ST (PR - City of Suffolk),S-VA133PR HELEN ST,17662,133-805 Helen St,SR 337 Nansemond Pkwy,Dead End,40,R,,,,,,,X,,X,,,X,Bidirectional,0,City of Suffolk,0.12,City of Suffolk,,,754592,1,1,24000,Helen ST (PR - City of Suffolk) - ADT 40,Hampton Roads,Hampton Roads,ST,9185967,,,229.895626806557
47579,747076,2021/01/01 05:00:00+00,SC-652W (James City County),R-VA047SC00652WB,  4700652W    ,47-652 Stanley Dr,47-713 Hermitage Rd,SR 5 John Tyler Mem Hwy,1100,G,99.43271,0.10315,0.05157,0.20629,0.20629,0,C,0.1017,F,0.6495,1100,G,Master Non-Prime,0.586,James City County,0.61,James City County,0.10475,0,747076,1,3,24000,SC-652W (James City County) - ADT 1100,Hampton Roads,Hampton Roads,SC,2387740,,,51.0267717280965
47582,746643,2017/05/04 04:00:00+00,SC-659E (Isle of Wight County),R-VA046SC00659EB,  4600659     ,46-659 Kings Cove Way,Dead End,"US 17, US 258, SR 32 Carrollton Blvd",100,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.4,Isle of Wight County,,,746643,1,1,48000,SC-659E (Isle of Wight County) - ADT 100,Hampton Roads,Hampton Roads,SC,1756376,,,708.520737773184
47586,050215,2021/01/01 05:00:00+00,VA-175E,R-VA   SR00175EB,  SR00175     ,VA 175 Chincoteague Rd,01-798 Mill Dam Rd,WCL Chincoteague,7200,G,96.93262,0.62329,0.82083,0.57585,1.05628,0.00016,F,0.0846,F,0.5029,7300,G,Bidirectional,3.52,Accomack County,8.368,Accomack County,0.10237,0.07191,50215,1,1,400000,VA-175E - ADT 7200,Hampton Roads,Hampton Roads,SR,1467407,,,9885.79694138574
47590,771903,2018/09/11 04:00:00+00,SC-1311N (Southampton County),R-VA087SC01311NB,  8701311     ,87-1311 Marshall St,87-1301 Bryant Dr,87-1306 Virginia Ave,60,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,0.05,Southampton County,,,771903,1,1,48000,SC-1311N (Southampton County) - ADT 60,Hampton Roads,Hampton Roads,SC,2204461,,,109.140677530575
47610,783429,2014/08/05 04:00:00+00,SC-608N (Isle of Wight County),R-VA046SC00608NB,  4600608     ,46-608 Tyler Dr,46-635 Dunston Dr,46-636 Old Suffolk Rd,210,R,,,,,,,X,,X,,,X,Bidirectional,1.3,Isle of Wight County,2.4,Isle of Wight County,,,783429,1,1,48000,SC-608N (Isle of Wight County) - ADT 210,Hampton Roads,Hampton Roads,SC,2076822,,,2121.31969662196
47637,780258,2019/11/05 05:00:00+00,SC-9440E (York County),R-VA099SC09440EB,  9909440     ,99-9440,99-1568 Coachman Dr,Mt Vernon Elem Sch,1900,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.22,York County,,,780258,1,1,24000,SC-9440E (York County) - ADT 1900,Hampton Roads,Hampton Roads,SC,1716486,,,436.622144904946
47640,775266,2018/02/21 05:00:00+00,SC-1201N (Surry County),R-VA090SC01201NB,  9001201     ,90-1201 Old Church St,SCL Claremont,90-1215 Pennsylvania Ave,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Surry County,0.1,Surry County,,,775266,1,1,48000,SC-1201N (Surry County) - ADT 80,Hampton Roads,Hampton Roads,SC,1832751,,,234.177422668602
47644,742752,2017/02/01 05:00:00+00,SC-1102N (Greensville County),R-VA040SC01102NB,  4001102     ,40-1102 Horseshoe Rd,SCL Jarratt,40-1101 Grigg Ave,120,R,,,,,,,X,,X,,,X,Bidirectional,0.65,Greensville County,0.9,Greensville County,,,742752,1,1,48000,SC-1102N (Greensville County) - ADT 120,Hampton Roads,Hampton Roads,SC,2079137,,,553.539320118611
47654,746622,2017/03/02 05:00:00+00,SC-646N (Isle of Wight County),R-VA046SC00646NB,  4600646     ,46-646 Beale Place Dr,46-649 Peanut Dr,"46-620 Broadwater Rd, Gap",390,R,,,,,,,X,,X,,,X,Bidirectional,6.29,Isle of Wight County,7.99,Isle of Wight County,,,746622,1,1,48000,SC-646N (Isle of Wight County) - ADT 390,Hampton Roads,Hampton Roads,SC,1756319,,,3425.74498567902
47666,746960,2017/03/09 05:00:00+00,SC-1939N (Isle of Wight County),R-VA046SC01939NB,  4601939     ,46-1939 Kay Court,Cul-de-Sac,46-1935 Cannon Dr,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.07,Isle of Wight County,,,746960,1,1,24000,SC-1939N (Isle of Wight County) - ADT 80,Hampton Roads,Hampton Roads,SC,1757908,,,124.970726258988
47674,792328,2019/04/24 04:00:00+00,SC-1385E (York County),R-VA099SC01385EB,  9901385     ,99-1385 Schooner Blvd,Cul-de-Sac,99-716 Queens Dr,970,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.32,York County,,,792328,1,1,24000,SC-1385E (York County) - ADT 970,Hampton Roads,Hampton Roads,SC,1479801,,,649.139425018905
47681,701037,2014/06/05 04:00:00+00,SC-9642N (Accomack County),R-VA001SC09642NB,  0109642     ,01-9642,01-1501 Lilliston Ave,Accomac Primary School,110,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.1,Accomack County,,,701037,1,1,48000,SC-9642N (Accomack County) - ADT 110,Hampton Roads,Hampton Roads,SC,2157309,,,256.361063326866
47702,677717,2021/01/01 05:00:00+00,Centerville Tpk (PR - City of Virginia Beach),S-VA134PR CENTERVILLE TPK,26111,134-5 Centerville Tpke,134-8661 Jake Sears Rd,Indian River Rd,28000,F,96.50388,0.29981,0.92421,1.67001,0.60458,0.00248,C,0.0849,F,0.6404,30000,F,Master Prime,0.01,City of Virginia Beach,0.32,City of Virginia Beach,0.05434,0.01019,677717,1,1,400000,Centerville Tpk (PR - City of Virginia Beach) - ADT 28000,Hampton Roads,Hampton Roads,ST,9214765,,,673.586952095691
47706,797368,2019/02/26 05:00:00+00,SC-1366E (York County),R-VA099SC01366EB,  9901366     ,99-1366 ADA Dr,Cul-de-Sac,99-1364 Glebe Spring Ln,50,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.09,York County,,,797368,1,1,24000,SC-1366E (York County) - ADT 50,Hampton Roads,Hampton Roads,SC,2528468,,,178.576283545288
47711,677717,2021/01/01 05:00:00+00,Centerville Tpk (PR - City of Virginia Beach),S-VA134PR CENTERVILLE TPK,26111,134-5 Centerville Tpke,134-8661 Jake Sears Rd,Indian River Rd,28000,F,96.50388,0.29981,0.92421,1.67001,0.60458,0.00248,C,0.0849,F,0.6404,30000,F,Bidirectional,0.32,City of Virginia Beach,2.94,City of Virginia Beach,0.05434,0.01019,677717,1,2,400000,Centerville Tpk (PR - City of Virginia Beach) - ADT 28000,Hampton Roads,Hampton Roads,ST,9214765,,,5300.19732176155
47722,746977,2017/03/10 05:00:00+00,SC-2002N (Isle of Wight County),R-VA046SC02002NB,  4602002     ,46-2002 Shore Dr,46-2001 Woodmere Ave,Dead End,200,R,,,,,,,X,,X,,,X,Bidirectional,0.11,Isle of Wight County,0.47,Isle of Wight County,,,746977,1,1,48000,SC-2002N (Isle of Wight County) - ADT 200,Hampton Roads,Hampton Roads,SC,1980814,,,746.353608537679
47727,742751,2017/02/01 05:00:00+00,SC-1102N (Greensville County),R-VA040SC01102NB,  4001102     ,40-1102 Horseshoe Rd,40-1103 Mayes St,SCL Jarratt,100,R,,,,,,,X,,X,,,X,Bidirectional,0.08,Greensville County,0.65,Greensville County,,,742751,1,1,48000,SC-1102N (Greensville County) - ADT 100,Hampton Roads,Hampton Roads,SC,2079137,,,1211.79189488312
47753,050567,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Prince Blvd S,WCL Windsor,US 460 Windsor Blvd,5500,G,90.53844,0.78034,1.20952,0.84861,6.6231,0,F,0.0938,F,0.68,5300,G,Bidirectional,30.13,Isle of Wight County,30.32,Isle of Wight County,0.12757,0.2739,50567,1,1,800000,US-258E - ADT 5500,Hampton Roads,Hampton Roads,US,1818244,,,396.383671090946
47758,746968,2017/03/10 05:00:00+00,SC-1960E (Isle of Wight County),R-VA046SC01960EB,  4601960     ,46-1960 Ashby Way,46-1961 Ashby Way West,US 17 Carrolton Blvd,890,R,,,,,,,X,,X,,,X,Master Prime,0.073,Isle of Wight County,0.111,Isle of Wight County,,,746968,1,2,48000,SC-1960E (Isle of Wight County) - ADT 890,Hampton Roads,Hampton Roads,SC,2187030,,,69.4734639941472
47769,636045,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Mercury Blvd,SR 415 Power Plant Pkwy,I-64,62000,G,98.27609,0.35857,0.4293,0.38237,0.55216,0.00322,F,0.0852,F,0.5006,65000,G,Master Prime,62.25,City of Hampton,62.64,City of Hampton,0.05794,0.06901,636045,1,1,1600000,US-258E - ADT 62000,Hampton Roads,Hampton Roads,US,1818244,,,919.582663261747
47771,700883,2017/09/06 04:00:00+00,SC-1809N (Accomack County),R-VA001SC01809NB,  0101809     ,01-1809,Dead End,01-1801 Leslie Trent Rd,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.1,Accomack County,,,700883,1,1,48000,SC-1809N (Accomack County) - ADT 70,Hampton Roads,Hampton Roads,SC,1373378,,,213.426190401042
47776,780548,2021/01/01 05:00:00+00,Jolliff FR-336 RD (PR - City of Chesapeake),S-VA131PR JOLLIFF FR-336 RD,,FR 336 Jolliff Rd,SR 191 Jolliff Rd,Dead End,30,G,,,,,,,X,0.2222,F,0.5833,30,G,Bidirectional,0,City of Chesapeake,0.19,City of Chesapeake,,,780548,1,1,24000,Jolliff FR-336 RD (PR - City of Chesapeake) - ADT 30,Hampton Roads,Hampton Roads,ST,36025747,,,377.890862505072
47777,794820,2016/01/22 05:00:00+00,SC-1776N (James City County),R-VA047SC01776NB,  4701776     ,47-1776 Senic Ct,Dead End,47-1775 Durfeys Mill Pond,100,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.05,James City County,,,794820,1,1,24000,SC-1776N (James City County) - ADT 100,Hampton Roads,Hampton Roads,SC,2547948,,,101.384746474528
47806,790787,2019/06/04 04:00:00+00,SC-1779N (York County),R-VA099SC01779NB,  9901779     ,99-1779 Nanticoke Turn,99-1709 Meherrin Run,Cul-de-Sac,48,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,790787,1,1,48000,SC-1779N (York County) - ADT 48,Hampton Roads,Hampton Roads,SC,2249809,,,103.310422851541
47823,636050,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Mercury Blvd,SR 351 Pembroke Ave,SR 169 Mallory St,11000,G,98.21413,0.90165,0.50963,0.14374,0.23085,0,C,0.1064,F,0.5703,11000,G,Bidirectional,67.403,City of Hampton,67.79,City of Hampton,0.2511,0.00851,636050,1,4,400000,US-258E - ADT 11000,Hampton Roads,Hampton Roads,US,1818244,,,750.257396509996
47826,742689,2017/01/19 05:00:00+00,SC-684N (Greensville County),R-VA040SC00684NB,  4000684     ,40-684 Westover Dr,"US 58 W, Pleasant Shade Dr",40-644 Satterfield Dr,150,R,,,,,,,X,,X,,,X,Bidirectional,0.148,Greensville County,0.47,Greensville County,,,742689,1,3,48000,SC-684N (Greensville County) - ADT 150,Hampton Roads,Hampton Roads,SC,1640947,,,646.068438005801
47845,636128,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Mercury Blvd,Andrews Blvd,SR 351 Pembroke Ave,17000,G,98.57973,0.71426,0.33651,0.18146,0.18805,0,F,0.1042,F,0.6553,18000,G,Master Prime,66.3,City of Hampton,66.85,City of Hampton,0.14692,0.01146,636128,1,1,400000,US-258E - ADT 17000,Hampton Roads,Hampton Roads,US,1818244,,,1114.66588072248
47893,746623,2014/08/06 04:00:00+00,SC-646N (Isle of Wight County),R-VA046SC00646NB,  4600646     ,46-646 Rattlesnake Trail,"Dead End, Gap",46-637 Jones Town Dr,290,R,,,,,,,X,,X,,,X,Bidirectional,7.99,Isle of Wight County,12.34,Isle of Wight County,,,746623,1,1,48000,SC-646N (Isle of Wight County) - ADT 290,Hampton Roads,Hampton Roads,SC,1756319,,,8502.40004073369
47906,781799,2021/01/01 05:00:00+00,Pembroke BLVD (PR - City of Virginia Beach),S-VA134PR PEMBROKE BLVD,33564,134-8698 Pembroke Blvd,Cathedral Dr,St Martin Dr,3700,F,98.23093,0.13316,1.06525,0.38045,0.1712,0.01902,C,0.0886,F,0.6167,4100,F,Bidirectional,0.199,City of Virginia Beach,0.491,City of Virginia Beach,0.03721,0.07354,781799,1,1,200000,Pembroke BLVD (PR - City of Virginia Beach) - ADT 3700,Hampton Roads,Hampton Roads,ST,9219059,,,586.988670198627
47916,798373,2014/06/11 04:00:00+00,SC-1969N (Isle of Wight County),R-VA046SC01969NB,  4601969     ,46-1969,46-1968,Cul-de-Sac,60,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.06,Isle of Wight County,,,798373,1,1,48000,SC-1969N (Isle of Wight County) - ADT 60,Hampton Roads,Hampton Roads,SC,2611866,,,104.364366649084
47968,793100,2016/04/12 04:00:00+00,SC-1071N (James City County),R-VA047SC01071NB,  4701071     ,47-1071 Guildford Ln,47-1073 Penzance Pl,"47-1070; 47-1073",270,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.33,James City County,,,793100,1,1,24000,SC-1071N (James City County) - ADT 270,Hampton Roads,Hampton Roads,SC,1759703,,,757.020418963123
48011,050294,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Great Mill Rd,"US 58 Franklin Bypass; SR 189",NCL Suffolk,2400,G,61.91836,0.40816,1.06122,4.69388,31.91838,0,C,0.0788,F,0.5052,2600,G,Bidirectional,13.97,City of Suffolk,14.68,City of Suffolk,0.60912,1.25922,50294,1,2,400000,US-258E - ADT 2400,Hampton Roads,Hampton Roads,US,1818244,,,1312.95410776368
48026,802939,2014/08/04 04:00:00+00,SC-2003N (Isle of Wight County),R-VA046SC02003NB,  4602003     ,46-2003,46-2001 Woodmere Ave,46-2002 Shore Dr,120,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.44,Isle of Wight County,,,802939,1,1,48000,SC-2003N (Isle of Wight County) - ADT 120,Hampton Roads,Hampton Roads,SC,2682094,,,947.640942538406
48037,700403,2017/10/18 04:00:00+00,SC-703E (Accomack County),R-VA001SC00703EB,  0100703     ,01-703 Paige Fisher Rd,"US 13 S, Lankford Hwy","01-702 W, Nocks Landing Rd",470,R,,,,,,,X,,X,,,X,Bidirectional,4,Accomack County,4.4,Accomack County,,,700403,1,1,48000,SC-703E (Accomack County) - ADT 470,Hampton Roads,Hampton Roads,SC,1486651,,,894.372365638358
48047,050092,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,"US 258, VA 32 Brewers Neck Blvd",SR 10 Benns Church Blvd,US 17 Carrollton Blvd,24000,G,94.78951,0.75227,0.77709,1.9895,1.68592,0.00573,C,0.0974,F,0.6186,25000,G,Master Prime,49.03,Isle of Wight County,51.88,Isle of Wight County,0.15876,0.09935,50092,1,1,1600000,US-258E - ADT 24000,Hampton Roads,Hampton Roads,US,1818244,,,5735.50702991082
48059,050255,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 General Mill Hwy,NCL Suffolk,46-656 Union Camp Drive,3600,G,53.84132,0.33494,0.66988,2.32364,42.83023,0,C,0.0798,F,0.5401,3500,G,Bidirectional,14.68,Isle of Wight County,16.06,Isle of Wight County,0.29845,3.11539,50255,1,1,800000,US-258E - ADT 3600,Hampton Roads,Hampton Roads,US,1818244,,,2759.76078548195
48065,747267,2016/01/21 05:00:00+00,SC-767E (James City County),R-VA047SC00767EB,  4700767     ,47-767 North Cove Rd,Dead End,47-631 Little Creek Dam Rd,210,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.32,James City County,,,747267,1,1,48000,SC-767E (James City County) - ADT 210,Hampton Roads,Hampton Roads,SC,1641422,,,597.284315773816
48066,677412,2021/01/01 05:00:00+00,Mill Landing RD (PR - City of Virginia Beach),S-VA134PR MILL LANDING RD,32336,134-8673 Mill Landing Rd,Morris Neck Rd,Nannys Creek Rd,1200,F,98.08558,0.11261,0.56306,0.39415,0.84459,0,C,0.1034,F,0.6078,1300,F,Bidirectional,1.37,City of Virginia Beach,2.19,City of Virginia Beach,0,0.10133,677412,1,1,200000,Mill Landing RD (PR - City of Virginia Beach) - ADT 1200,Hampton Roads,Hampton Roads,ST,9220581,,,1639.44702472676
48111,677310,2021/01/01 05:00:00+00,Mill Landing RD (PR - City of Virginia Beach),S-VA134PR MILL LANDING RD,32336,134-8672 Mill Landing Rd,Princess Anne Rd,Nannys Creek Rd,1500,F,97.39859,0.13228,0.92593,0.57319,0.97001,0,C,0.1206,F,0.5267,1600,F,Bidirectional,2.19,City of Virginia Beach,3,City of Virginia Beach,0.0808,0.1604,677310,1,1,200000,Mill Landing RD (PR - City of Virginia Beach) - ADT 1500,Hampton Roads,Hampton Roads,ST,9220581,,,1627.72362648393
48128,779070,2016/04/27 04:00:00+00,SC-694E (York County),R-VA099SC00694EB,  9900694     ,99-694 Court Rd,Dead End,99-634 Old York Hampton Hwy,60,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.1,York County,,,779070,1,1,24000,SC-694E (York County) - ADT 60,Hampton Roads,Hampton Roads,SC,1711412,,,248.453178009328
48140,654267,2021/01/01 05:00:00+00,Willow Wood DR (NP - City of Norfolk),S-VA122NP WILLOW WOOD DR,10404,122-8574 Willow Wood Dr,US 460 Granby St,SR 168 Tidewater Dr,7200,F,99.09608,0.121,0.52669,0.18505,0.07117,0,C,0.0983,F,0.532,7600,F,Master Non-Prime,0.268,City of Norfolk,0.463,City of Norfolk,0.03932,0.01278,654267,1,4,400000,Willow Wood DR (NP - City of Norfolk) - ADT 7200,Hampton Roads,Hampton Roads,ST,9136100,,,385.8850891687
48154,700998,2017/10/25 04:00:00+00,SC-2901N (Accomack County),R-VA001SC02901NB,  0102901     ,01-2901 Water St,Bus US 13,Dead End,100,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.12,Accomack County,,,700998,1,1,48000,SC-2901N (Accomack County) - ADT 100,Hampton Roads,Hampton Roads,SC,1373436,,,252.499652858996
48155,787828,2017/01/05 05:00:00+00,SC-692E (Greensville County),R-VA040SC00692EB,  4000692     ,40-692 Ruby Trail,40-604,Cul-de-Sac,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Greensville County,0.81,Greensville County,,,787828,1,1,48000,SC-692E (Greensville County) - ADT 30,Hampton Roads,Hampton Roads,SC,1759194,,,1134.67075103925
48168,654300,2021/01/01 05:00:00+00,Raby RD (PR - City of Norfolk),S-VA122PR RABY RD,24167,122-8642 Raby Rd,US 58 Va Beach Blvd,Harmony Rd,11000,F,96.76222,0.79113,1.50901,0.4444,0.49324,0,C,0.0847,F,0.5521,11000,F,Bidirectional,0,City of Norfolk,0.72,City of Norfolk,0.0847,0.00932,654300,1,1,200000,Raby RD (PR - City of Norfolk) - ADT 11000,Hampton Roads,Hampton Roads,ST,9129615,,,1425.4862331245
48170,797424,2017/04/11 04:00:00+00,SC-1113N (Isle of Wight County),R-VA046SC01113NB,  4601113     ,46-1113 Hardy St,46-1116 Quail St,46-1116,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.12,Isle of Wight County,,,797424,1,1,24000,SC-1113N (Isle of Wight County) - ADT 70,Hampton Roads,Hampton Roads,SC,2550733,,,250.337614464506
48178,050052,2021/01/01 05:00:00+00,US-258E,R-VA   US00258EB,  US00258     ,US 258 Courthouse Hwy,NCL Windsor,46-637 Orbit Rd,5000,G,92.86942,1.02154,0.96086,1.10246,4.02549,0.02022,F,0.1089,F,0.5952,4900,G,Bidirectional,30.57,Isle of Wight County,38.06,Isle of Wight County,0.30056,0.25483,50052,1,1,800000,US-258E - ADT 5000,Hampton Roads,Hampton Roads,US,1818244,,,15012.7949745762
48182,775109,2018/08/14 04:00:00+00,SC-600N (Surry County),R-VA090SC00600NB,  9000600     ,90-600 Montpelier Rd,90-602 Laurel Springs Rd,Prince George County Line,170,R,,,,,,,X,,X,,,X,Master Prime,0,Surry County,0.015,Surry County,,,775109,1,1,48000,SC-600N (Surry County) - ADT 170,Hampton Roads,Hampton Roads,SC,1831364,,,32.1663599152642
48192,742689,2017/01/19 05:00:00+00,SC-684N (Greensville County),R-VA040SC00684NB,  4000684     ,40-684 Westover Dr,"US 58 W, Pleasant Shade Dr",40-644 Satterfield Dr,150,R,,,,,,,X,,X,,,X,Master Prime,0.07,Greensville County,0.078,Greensville County,,,742689,1,1,48000,SC-684N (Greensville County) - ADT 150,Hampton Roads,Hampton Roads,SC,1640947,,,16.3261865282445
48229,756660,2016/04/21 04:00:00+00,SC-1111E (Northampton County),R-VA065SC01111EB,  6501111     ,65-1111 Tazewell Ave,65-642 Nectarine St,65-1105 Fig St,340,R,,,,,,,X,,X,,,X,Bidirectional,0.48,Northampton County,0.6,Northampton County,,,756660,1,1,48000,SC-1111E (Northampton County) - ADT 340,Hampton Roads,Hampton Roads,SC,1798885,,,240.669948267704
48234,300371,2021/01/01 05:00:00+00,SC-681N (Sussex County),R-VA091SC00681NB,  9100681     ,91-681 Concord Sappony Rd,91-630 Little Mill Rd,91-657 Palestine Rd,340,G,98.69848,0.21692,0.43384,0,0.65076,0,C,0.105,F,0.52,340,G,Bidirectional,5.16,Sussex County,7.76,Sussex County,0,0,300371,1,1,200000,SC-681N (Sussex County) - ADT 340,Hampton Roads,Hampton Roads,SC,1833083,,,5206.21289842105
48236,756722,2016/06/06 04:00:00+00,SC-1511E (Northampton County),R-VA065SC01511EB,  6501511     ,65-1511 Swan Lane,Cul-de-Sac,65-1510 Swan Dr,50,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.08,Northampton County,,,756722,1,1,48000,SC-1511E (Northampton County) - ADT 50,Hampton Roads,Hampton Roads,SC,1454547,,,165.773774495548
48279,756401,2016/06/21 04:00:00+00,SC-631E (Northampton County),R-VA065SC00631EB,  6500631     ,65-631 Indiantown Rd,65-600 Seaside Rd,Dead End,160,R,,,,,,,X,,X,,,X,Bidirectional,1.3,Northampton County,2.3,Northampton County,,,756401,1,1,48000,SC-631E (Northampton County) - ADT 160,Hampton Roads,Hampton Roads,SC,1797566,,,2052.60206009343
48281,780160,2019/11/05 05:00:00+00,SC-1751E (York County),R-VA099SC01751EB,  9901751     ,99-1751 Kent Taylor Dr,99-1752 Emerald Court,99-1654 Lakeland Crescent,670,R,,,,,,,X,,X,,,X,Bidirectional,0.06,York County,0.19,York County,,,780160,1,1,24000,SC-1751E (York County) - ADT 670,Hampton Roads,Hampton Roads,SC,1715969,,,263.815715904906
48284,792507,2017/03/09 05:00:00+00,SC-1414N (Isle of Wight County),R-VA046SC01414NB,  4601414     ,46-1414 Plantation Lane,Cul-de-Sac,46-1425 Beech Court,490,R,,,,,,,X,,X,,,X,Bidirectional,0,Isle of Wight County,0.24,Isle of Wight County,,,792507,1,1,48000,SC-1414N (Isle of Wight County) - ADT 490,Hampton Roads,Hampton Roads,SC,1408084,,,457.657252141473
48291,779570,2016/03/23 04:00:00+00,SC-1281N (York County),R-VA099SC01281NB,  9901281     ,99-1281 Rosewood Lane,99-1293 Terrywood Court,99-1224 Carol Dr,230,R,,,,,,,X,,X,,,X,Bidirectional,0.09,York County,0.11,York County,,,779570,1,1,24000,SC-1281N (York County) - ADT 230,Hampton Roads,Hampton Roads,SC,1479323,,,44.0758693095297
48308,746841,2021/01/01 05:00:00+00,SC-1602E (Isle of Wight County),R-VA046SC01602EB,  4601602     ,46-1602 Washington Ave,46-1604 Pocahontas Ave,46-1610 Lincoln Ave,540,G,98.38709,0.85389,0.66414,0.09488,0,0,C,0.1185,F,0.5424,540,G,Bidirectional,0.02,Isle of Wight County,0.28,Isle of Wight County,0.20027,0,746841,1,1,48000,SC-1602E (Isle of Wight County) - ADT 540,Hampton Roads,Hampton Roads,SC,1522433,,,542.648149251515
48317,300372,2021/01/01 05:00:00+00,SC-681N (Sussex County),R-VA091SC00681NB,  9100681     ,91-681 Concord Sappony Rd,91-657 Palestine Rd,SR 40 Sussex Dr,270,G,99.3228,0.22573,0.22573,0.22573,0,0,C,0.1026,F,0.75,270,G,Bidirectional,7.76,Sussex County,9.14,Sussex County,0,0,300372,1,1,200000,SC-681N (Sussex County) - ADT 270,Hampton Roads,Hampton Roads,SC,1833083,,,2692.92025790079
48326,756444,2016/06/21 04:00:00+00,SC-661N (Northampton County),R-VA065SC00661NB,  6500661     ,65-661 Obedience Lane,Dead End,65-680 Townfield Dr,30,R,,,,,,,X,,X,,,X,Bidirectional,0,Northampton County,0.37,Northampton County,,,756444,1,1,48000,SC-661N (Northampton County) - ADT 30,Hampton Roads,Hampton Roads,SC,1453219,,,686.647133976935
