OBJECTID,LINKID,DATA_DATE,ROUTE_COMMON_NAME,ROUTE_NAME,HTRIS_ID,ROUTE_ALIAS,START_LABEL,END_LABEL,ADT,ADT_QUALITY,PERCENT_4_TIRE,PERCENT_BUS,PERCENT_TRUCK_2_AXLE,PERCENT_TRUCK_3_AXLE,PERCENT_TRUCK_1_TRAIL,PERCENT_TRUCK_2_TRAIL,CLASS_QUALITY_CODE,K_FACTOR,K_FACTOR_QUALITY_CODE,DIRECTION_FACTOR,AAWDT,AAWDT_QUALITY_CODE,LOC_COMP_DIRECTIONALITY_NAME,ROUTE_FROM_MEASURE,FROM_JURISDICTION,ROUTE_TO_MEASURE,TO_JURISDICTION,PEAK_SINGLE_UNIT_TRUCK,PEAK_COMBINATION_TRUCK,EVENT_SOURCE_ID,EVENT_LOCATION_ID,EVENT_COMPONENT_ID,MAXIMUMSCALEDENOMINATOR,ROUTE_COMMON_NAME_ADT,FROM_DISTRICT,TO_DISTRICT,RTE_TYPE_CD,RTE_ID,DATA_CUSTODIAN_EMAIL,METADATA_URL,Shape__Length
83136,779024,2016/03/31 04:00:00+00,SC-674E (York County),R-VA099SC00674EB,  9900674     ,99-674 Presson Rd,Dead End,99-623 Wildey Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.3,York County,,,779024,1,1,24000,SC-674E (York County) - ADT 140,Hampton Roads,Hampton Roads,SC,2145666,,,485.819331845244
83145,775550,2014/10/02 04:00:00+00,SC-1003N (Sussex County),R-VA091SC01003NB,  9101003     ,91-1003 Railroad Ave,91-1016 Butler St,91-1005 Chestnut St,1200,R,,,,,,,X,,X,,,X,Bidirectional,0.45,Sussex County,0.65,Sussex County,,,775550,1,1,48000,SC-1003N (Sussex County) - ADT 1200,Hampton Roads,Hampton Roads,SC,2156499,,,395.192904018431
83169,775551,2014/10/02 04:00:00+00,SC-1003N (Sussex County),R-VA091SC01003NB,  9101003     ,91-1003 Railroad Ave,91-1005 Chestnut St,"SR 40, W Main St",1400,R,,,,,,,X,,X,,,X,Bidirectional,0.65,Sussex County,0.8,Sussex County,,,775551,1,1,48000,SC-1003N (Sussex County) - ADT 1400,Hampton Roads,Hampton Roads,SC,2156499,,,293.925146246294
83172,747517,2016/01/27 05:00:00+00,SC-1337N (James City County),R-VA047SC01337NB,  4701337     ,47-1337 Hawthorn Lane,47-1332 Linden Lane,Cul-de-Sac,160,R,,,,,,,X,,X,,,X,Bidirectional,0.17,James City County,0.23,James City County,,,747517,1,1,24000,SC-1337N (James City County) - ADT 160,Hampton Roads,Hampton Roads,SC,1875231,,,126.577822141173
83189,615440,2021/01/01 05:00:00+00,Park AVE (PR - City of Chesapeake),S-VA131PR PARK AVE,24586,131-8776 Park Ave,US 460 Bainbridge Blvd,Chesapeake Ave,1200,G,98.47233,0.17531,0.72627,0.32557,0.30053,0,F,0.0985,F,0.5116,1200,G,Bidirectional,0.12,City of Chesapeake,0.49,City of Chesapeake,0.15268,0.07683,615440,1,1,200000,Park AVE (PR - City of Chesapeake) - ADT 1200,Hampton Roads,Hampton Roads,ST,9339713,,,745.552445577976
83210,772052,2018/03/09 05:00:00+00,SC-9954N (Southampton County),R-VA087SC09954NB,  8709954     ,87-9954 Aurora St,87-1505 Aurora St,Courtland Elem School,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,0.11,Southampton County,,,772052,1,1,48000,SC-9954N (Southampton County) - ADT 70,Hampton Roads,Hampton Roads,SC,1998461,,,252.366273065557
83214,779247,2019/02/06 05:00:00+00,SC-777E (York County),R-VA099SC00777EB,  9900777     ,99-777 Raymond Dr,Dead End,99-778 Kenneth Dr,220,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.21,York County,,,779247,1,1,24000,SC-777E (York County) - ADT 220,Hampton Roads,Hampton Roads,SC,2246934,,,402.933515342443
83225,779532,2019/05/08 04:00:00+00,SC-1258N (York County),R-VA099SC01258NB,  9901258     ,99-1258 Joanne Dr,99-1257 Sharon Dr,99-1262 Joanne Circle,120,R,,,,,,,X,,X,,,X,Bidirectional,0.04,York County,0.13,York County,,,779532,1,1,24000,SC-1258N (York County) - ADT 120,Hampton Roads,Hampton Roads,SC,2248011,,,180.348285673907
83226,615423,2021/01/01 05:00:00+00,Old Greenbrier RD (PR - City of Chesapeake),S-VA131PR OLD GREENBRIER RD,17619,131-7 Old Greenbriar,Military Hwy,Providence Rd,4400,G,98.40108,0.62331,0.4065,0.3523,0.2168,0,F,0.1055,F,0.6209,4700,G,Bidirectional,0.42,City of Chesapeake,0.88,City of Chesapeake,0.05486,0.02743,615423,1,1,200000,Old Greenbrier RD (PR - City of Chesapeake) - ADT 4400,Hampton Roads,Hampton Roads,ST,9341603,,,928.334894415702
83258,700252,2017/10/24 04:00:00+00,SC-658N (Accomack County),R-VA001SC00658NB,  0100658     ,01-658 Big Rd,"01-673 N, Airport Rd","01-674 N, St Thomas Rd",630,R,,,,,,,X,,X,,,X,Bidirectional,9.11,Accomack County,9.7,Accomack County,,,700252,1,1,48000,SC-658N (Accomack County) - ADT 630,Hampton Roads,Hampton Roads,SC,1604830,,,1203.23249836828
83266,654579,2021/01/01 05:00:00+00,Robin Hood RD (PR - City of Norfolk),S-VA122PR ROBIN HOOD RD,43044,122-8636 Robin Hood Rd,Ellsmere Ave,SR 165 North Military Hwy,8400,G,95.97539,1.82105,1.02278,0.34093,0.83984,0,F,0.0945,F,0.7313,9000,G,Bidirectional,1.743,City of Norfolk,2.049,City of Norfolk,0.25137,0.03119,654579,1,1,400000,Robin Hood RD (PR - City of Norfolk) - ADT 8400,Hampton Roads,Hampton Roads,ST,9127911,,,661.978617961809
83275,700703,2017/04/21 04:00:00+00,SC-1306E (Accomack County),R-VA001SC01306EB,  0101306     ,01-1306 School Lane,01-1305 West Ridge Rd,01-1301 Main St,220,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.2,Accomack County,,,700703,1,1,48000,SC-1306E (Accomack County) - ADT 220,Hampton Roads,Hampton Roads,SC,2157095,,,367.449743820099
83276,700816,2017/08/30 04:00:00+00,SC-1706N (Accomack County),R-VA001SC01706NB,  0101706     ,01-1706 Church St,01-1708 Powellton Ave,01-1709 WCL Wachapreague,210,R,,,,,,,X,,X,,,X,Bidirectional,0.09,Accomack County,0.149,Accomack County,,,700816,1,1,48000,SC-1706N (Accomack County) - ADT 210,Hampton Roads,Hampton Roads,SC,1605252,,,136.320404411435
83290,779325,2016/03/22 04:00:00+00,SC-1016E (York County),R-VA099SC01016EB,  9901016     ,99-1016 Walnut Sr,99-1015 Leigh Ct,"99-1015 Leigh Ct; Witt Ct",610,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.31,York County,,,779325,1,1,24000,SC-1016E (York County) - ADT 610,Hampton Roads,Hampton Roads,SC,2247365,,,646.85667096911
83298,742733,2017/01/05 05:00:00+00,SC-1020N (Greensville County),R-VA040SC01020NB,  4001020     ,40-1020 Rochelle Ave,"40-640; 40-681",40-1021 Van Dyke Circle,130,R,,,,,,,X,,X,,,X,Bidirectional,0,Greensville County,0.15,Greensville County,,,742733,1,1,48000,SC-1020N (Greensville County) - ADT 130,Hampton Roads,Hampton Roads,SC,1410392,,,345.739093662388
83300,779228,2019/02/06 05:00:00+00,SC-763N (York County),R-VA099SC00763NB,  9900763     ,99-763 Chisman Circle,Dead End,99-712 York Point Rd,140,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.14,York County,,,779228,1,1,24000,SC-763N (York County) - ADT 140,Hampton Roads,Hampton Roads,SC,2246899,,,299.69724608589
83315,747942,2016/04/19 04:00:00+00,SC-1661E (James City County),R-VA047SC01661EB,  4701661     ,47-1661 Village Park Dr East,47-1662 Maplewood Place,Cul-de-Sac,470,R,,,,,,,X,,X,,,X,Bidirectional,0.22,James City County,0.39,James City County,,,747942,1,1,24000,SC-1661E (James City County) - ADT 470,Hampton Roads,Hampton Roads,SC,1515639,,,341.03095438502
83322,775469,2014/07/18 04:00:00+00,SC-680E (Sussex County),R-VA091SC00680EB,  9100680     ,91-680 Wilson Ave,91-701 Railroad Ave,91-714 Grace St,340,R,,,,,,,X,,X,,,X,Bidirectional,0,Sussex County,0.12,Sussex County,,,775469,1,1,48000,SC-680E (Sussex County) - ADT 340,Hampton Roads,Hampton Roads,SC,1720140,,,259.717259884887
83359,780113,2019/02/06 05:00:00+00,SC-1707N (York County),R-VA099SC01707NB,  9901707     ,99-1707 Palmer Ct,Dead End,99-1706 Lynns Way,40,T,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.05,York County,,,780113,1,1,24000,SC-1707N (York County) - ADT 40,Hampton Roads,Hampton Roads,SC,2040984,,,105.662871985128
83386,756643,2016/04/21 04:00:00+00,SC-1108E (Northampton County),R-VA065SC01108EB,  6501108     ,65-1108 Marina Dr,65-1116,65-642 Old Cape Charles Rd,1100,R,,,,,,,X,,X,,,X,Bidirectional,0.23,Northampton County,0.55,Northampton County,,,756643,1,1,48000,SC-1108E (Northampton County) - ADT 1100,Hampton Roads,Hampton Roads,SC,1798849,,,648.239198331612
83398,700815,2017/08/30 04:00:00+00,SC-1706N (Accomack County),R-VA001SC01706NB,  0101706     ,01-1706 Church St,"SR 180; 01-1702",01-1708 Powellton Ave,240,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.09,Accomack County,,,700815,1,1,48000,SC-1706N (Accomack County) - ADT 240,Hampton Roads,Hampton Roads,SC,1605252,,,198.569192581407
83431,779245,2019/02/13 05:00:00+00,SC-776E (York County),R-VA099SC00776EB,  9900776     ,99-776 Frances Circle,US 17 George Washington Mem Hwy,99-765 Crandol Dr,1000,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.07,York County,,,779245,1,1,24000,SC-776E (York County) - ADT 1000,Hampton Roads,Hampton Roads,SC,1825511,,,154.820169733225
83442,747679,2016/01/21 05:00:00+00,SC-1480E (James City County),R-VA047SC01480EB,  4701480     ,47-1480 Powhatan Secondary,47-1487 Old Carriage Way,47-5000 Monticello Ave,730,R,,,,,,,X,,X,,,X,Bidirectional,1.03,James City County,1.44,James City County,,,747679,1,1,48000,SC-1480E (James City County) - ADT 730,Hampton Roads,Hampton Roads,SC,1876237,,,731.917418042997
83454,050213,2021/01/01 05:00:00+00,BUS US-13N (1 Town of Accomac),R-VA   US00013NBBUS001,C1US00013     ,Bus US 13 Front St,01-659 Wharton Rd,SCL Accomac,1900,G,97.49999,0.28736,1.03448,0.63219,0.54598,0,C,0.1007,F,0.583,1900,G,Bidirectional,2.78,Accomack County,3.57,Accomack County,0.12185,0.20341,50213,1,1,400000,BUS US-13N (1 Town of Accomac) - ADT 1900,Hampton Roads,Hampton Roads,US,1688972,,,1593.59677703426
83459,779177,2016/04/20 04:00:00+00,SC-730E (York County),R-VA099SC00730EB,  9900730     ,99-730 Bruton Dr,99-727 Nelson Dr,Cul-de-Sac,510,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.19,York County,,,779177,1,1,24000,SC-730E (York County) - ADT 510,Hampton Roads,Hampton Roads,SC,2246860,,,324.181668484901
83471,779649,2019/05/08 04:00:00+00,SC-1329E (York County),R-VA099SC01329EB,  9901329     ,99-1329 Pioneer Lane,Cul-de-Sac,99-716 Hubbard Lane,60,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.11,York County,,,779649,1,1,24000,SC-1329E (York County) - ADT 60,Hampton Roads,Hampton Roads,SC,1713725,,,209.04673423693
83484,150214,2021/01/01 05:00:00+00,VA-184E,R-VA   SR00184EB,  SR00184     ,VA 184 Stone Rd,Heritage Acres Ct,ECL Cape Charles,5600,G,98.38214,0.33412,0.65946,0.40447,0.21982,0,C,0.0886,F,0.539,5500,G,Bidirectional,1.42,Northampton County,1.48,Northampton County,0.18606,0,150214,1,1,400000,VA-184E - ADT 5600,Hampton Roads,Hampton Roads,SR,1814887,,,123.47838271715
83520,701015,2017/10/25 04:00:00+00,SC-3101E (Accomack County),R-VA001SC03101EB,  0103101     ,01-3101 Locust St,Dead End,01-3104 Pine St,20,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.133,Accomack County,,,701015,1,1,48000,SC-3101E (Accomack County) - ADT 20,Hampton Roads,Hampton Roads,SC,1605405,,,264.791015605041
83540,050046,2021/01/01 05:00:00+00,BUS US-13N (1 Town of Accomac),R-VA   US00013NBBUS001,C1US00013     ,Bus US 13 Front St,"SR 126;  SR 316",01-659 Wharton Rd,2500,G,96.34702,0.27397,1.43836,1.2557,0.6621,0.02283,C,0.0979,F,0.5019,2400,G,Bidirectional,1.77,Accomack County,2.78,Accomack County,0.43663,0,50046,1,1,400000,BUS US-13N (1 Town of Accomac) - ADT 2500,Hampton Roads,Hampton Roads,US,1688972,,,2090.45925946347
83545,700258,2017/11/01 04:00:00+00,SC-658N (Accomack County),R-VA001SC00658NB,  0100658     ,01-658 Winterville Rd,"01-683 N, Payne Rd","01-688 N, Cattail Rd",190,R,,,,,,,X,,X,,,X,Bidirectional,14.04,Accomack County,15.15,Accomack County,,,700258,1,1,48000,SC-658N (Accomack County) - ADT 190,Hampton Roads,Hampton Roads,SC,1604830,,,2257.40035126578
83578,779759,2016/04/26 04:00:00+00,SC-1502N (York County),R-VA099SC01502NB,  9901502     ,99-1502 N School Lane,99-1586 Edgewood Court,99-1587 Yorkwood Lane,650,R,,,,,,,X,,X,,,X,Bidirectional,0.48,York County,0.53,York County,,,779759,1,1,24000,SC-1502N (York County) - ADT 650,Hampton Roads,Hampton Roads,SC,1596810,,,84.7952202678171
83580,779289,2016/03/22 04:00:00+00,SC-805N (York County),R-VA099SC00805NB,  9900805     ,99-805 Old Railway Rd,"99-620 S, Railway Rd","99-620 N, Railway Rd",1700,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.15,York County,,,779289,1,1,24000,SC-805N (York County) - ADT 1700,Hampton Roads,Hampton Roads,SC,1595258,,,380.902931369388
83595,779059,2016/05/10 04:00:00+00,SC-689N (York County),R-VA099SC00689NB,  9900689     ,99-689 Harbor Cres,Cul-de-Sac,99-627 Landing Rd,280,R,,,,,,,X,,X,,,X,Bidirectional,0,York County,0.11,York County,,,779059,1,1,24000,SC-689N (York County) - ADT 280,Hampton Roads,Hampton Roads,SC,1594359,,,236.259735695668
83599,653329,2021/01/01 05:00:00+00,VA-306E,R-VA   SR00306EB,  SR00306     ,VA 306 Harpersville Rd,US 60 Warwick Blvd,"US 17, SR 143 Jefferson Ave",8500,G,97.95855,0.66153,0.74422,0.38762,0.24807,0,C,0.1029,F,0.5658,9000,G,Bidirectional,0.153,City of Newport News,0.8,City of Newport News,0.13274,0.03087,653329,1,2,400000,VA-306E - ADT 8500,Hampton Roads,Hampton Roads,SR,1929316,,,1310.27299290151
83614,754496,2002/02/20 05:00:00+00,Hunters CT (PR - City of Suffolk),S-VA133PR HUNTERS CT,27431,133-713 Hunters Court,Dead End,133-658,80,R,,,,,,,X,,X,,,X,Bidirectional,0,City of Suffolk,0.08,City of Suffolk,,,754496,1,1,24000,Hunters CT (PR - City of Suffolk) - ADT 80,Hampton Roads,Hampton Roads,ST,9188537,,,153.538061839757
83616,615410,2021/01/01 05:00:00+00,Dock Landing RD (PR - City of Chesapeake),S-VA131PR DOCK LANDING RD,5879,131-8527 Dock Landing Rd,Eagle Hill Dr,Devon Dr,5500,G,97.90345,1.41377,0.42574,0.12852,0.12852,0,F,0.0979,F,0.6042,5800,G,Bidirectional,2.337,City of Chesapeake,2.63,City of Chesapeake,0.01566,0,615410,1,1,200000,Dock Landing RD (PR - City of Chesapeake) - ADT 5500,Hampton Roads,Hampton Roads,ST,9340823,,,507.519359090693
83631,779533,2019/05/08 04:00:00+00,SC-1258N (York County),R-VA099SC01258NB,  9901258     ,99-1258 Joanne Dr,99-1262 Joanne Circle,99-686 Cheadle Loop Rd,160,R,,,,,,,X,,X,,,X,Bidirectional,0.13,York County,0.21,York County,,,779533,1,1,24000,SC-1258N (York County) - ADT 160,Hampton Roads,Hampton Roads,SC,2248011,,,171.482220049479
83633,790455,2016/04/27 04:00:00+00,SC-1547E (James City County),R-VA047SC01547EB,  4701547     ,47-1547 Charieston Pl,Cul-de-Sac,47-1438 Saint Georges Blvd,120,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.14,James City County,,,790455,1,1,48000,SC-1547E (James City County) - ADT 120,Hampton Roads,Hampton Roads,SC,1514928,,,274.54542714779
83642,747527,2016/01/27 05:00:00+00,SC-1352N (James City County),R-VA047SC01352NB,  4701352     ,47-1352 Whittaker Island Rd,47-1357 Sanctuary Dr,47-1356 East Island Rd,260,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.04,James City County,,,747527,1,1,48000,SC-1352N (James City County) - ADT 260,Hampton Roads,Hampton Roads,SC,2190347,,,76.6428762637117
83658,754858,2002/10/10 04:00:00+00,Adams ST (PR - City of Suffolk),S-VA133PR ADAMS ST,5166,133-1327 Adams St,133-1328 Walnut St,Dead End,300,R,,,,,,,X,,X,,,X,Bidirectional,0.246,City of Suffolk,0.336,City of Suffolk,,,754858,1,1,24000,Adams ST (PR - City of Suffolk) - ADT 300,Hampton Roads,Hampton Roads,ST,9184695,,,181.818842634552
83659,788211,2016/01/20 05:00:00+00,SC-1436N (James City County),R-VA047SC01436NB,  4701436     ,47-1436 Rothbury Dr,47-1437 Wellington Circle,47-1432 Penrith Ct,200,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.1,James City County,,,788211,1,1,48000,SC-1436N (James City County) - ADT 200,Hampton Roads,Hampton Roads,SC,1876126,,,240.076530094771
83662,775457,2014/07/17 04:00:00+00,SC-672E (Sussex County),R-VA091SC00672EB,  9100672     ,91-672 Pinecrest Rd,91-647 North St,91-673 Sylvan Rd,80,R,,,,,,,X,,X,,,X,Bidirectional,0,Sussex County,0.16,Sussex County,,,775457,1,1,48000,SC-672E (Sussex County) - ADT 80,Hampton Roads,Hampton Roads,SC,2152578,,,351.428281751207
83673,792660,2017/08/29 04:00:00+00,SC-1621N (Accomack County),R-VA001SC01621NB,  0101621     ,01-1621 Lakewood Rd,US 13 Lankford Hwy,01-1622 Greenwood Dr,130,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.2,Accomack County,,,792660,1,1,48000,SC-1621N (Accomack County) - ADT 130,Hampton Roads,Hampton Roads,SC,1605195,,,454.764843512817
83695,050262,2021/01/01 05:00:00+00,BUS US-13N (1 Town of Accomac),R-VA   US00013NBBUS001,C1US00013     ,Bus US 13 Front St,NCL Accomac,US 13 N of Accomac,2300,N,95.61989,0.3217,1.7075,0.6929,1.658,0,C,0.0944,F,0.5174,2200,N,Master Prime,4.77,Accomack County,5.73,Accomack County,0.32851,0.24638,50262,1,1,400000,BUS US-13N (1 Town of Accomac) - ADT 2300,Hampton Roads,Hampton Roads,US,1688972,,,1976.57431931767
83701,747386,2016/02/02 05:00:00+00,SC-1129E (James City County),R-VA047SC01129EB,  4701129     ,47-1129 Fernwood,Cul-de-Sac,47-1131 Maple Lane,150,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.1,James City County,,,747386,1,1,48000,SC-1129E (James City County) - ADT 150,Hampton Roads,Hampton Roads,SC,1982367,,,191.716859057841
83709,404394,2021/01/01 05:00:00+00,SC-622E (York County),R-VA099SC00622EB,  9900622     ,99-622 Seaford Rd,99-1238 Ellerson Ct,"99-718 W, Back Creek Rd",5700,G,98.11332,0.33994,0.80453,0.50425,0.23796,0,F,0.0925,F,0.5908,6100,G,Bidirectional,0.45,York County,2.3,York County,0.07955,0.0111,404394,1,1,200000,SC-622E (York County) - ADT 5700,Hampton Roads,Hampton Roads,SC,1824900,,,3734.34677457698
83730,775153,2018/03/07 05:00:00+00,SC-618N (Surry County),R-VA090SC00618NB,  9000618     ,90-618 Southwick Rd,"90-617 E, White Marsh Rd",SR 31 Rolfe Hwy,70,R,,,,,,,X,,X,,,X,Bidirectional,2.18,Surry County,5.26,Surry County,,,775153,1,1,48000,SC-618N (Surry County) - ADT 70,Hampton Roads,Hampton Roads,SC,2150687,,,6157.41428977404
83748,660428,2021/01/01 05:00:00+00,VA-337W,R-VA   SR00337WB,  SR00337W    ,VA 337 Elm Ave,US 17 Portsmouth Blvd,"US 17 George Washington Hwy; SR 141",6500,G,97.14981,1.09789,0.76798,0.53002,0.47052,0,F,0.111,F,0.5312,7000,G,Master Non-Prime,21.19,City of Portsmouth,21.296,City of Portsmouth,0.21756,0.03663,660428,1,3,400000,VA-337W - ADT 6500,Hampton Roads,Hampton Roads,SR,2402080,,,221.936957207536
83753,775172,2018/08/15 04:00:00+00,SC-626N (Surry County),R-VA090SC00626NB,  9000626     ,90-626 Holybush Rd,90-609 River Rd,90-646 Spring Grove Ave,80,R,,,,,,,X,,X,,,X,Bidirectional,16.87,Surry County,19.67,Surry County,,,775172,1,1,48000,SC-626N (Surry County) - ADT 80,Hampton Roads,Hampton Roads,SC,1599890,,,5637.39220649606
83763,747337,2016/10/26 04:00:00+00,SC-1038E (James City County),R-VA047SC01038EB,  4701038     ,47-1038 Thacher Dr,"47-1039 N, Marlbrook Dr","47-1037 E, Toano Woods Rd",370,R,,,,,,,X,,X,,,X,Bidirectional,0.39,James City County,0.42,James City County,,,747337,1,1,48000,SC-1038E (James City County) - ADT 370,Hampton Roads,Hampton Roads,SC,1874011,,,59.8037398960777
83773,775140,2018/03/07 05:00:00+00,SC-613E (Surry County),R-VA090SC00613EB,  9000613     ,90-613 Mancha Ave,90-609 River Rd,90-1202 Villa Rd,20,R,,,,,,,X,,X,,,X,Bidirectional,5.416,Surry County,6.08,Surry County,,,775140,1,2,48000,SC-613E (Surry County) - ADT 20,Hampton Roads,Hampton Roads,SC,1716820,,,1367.25391721012
83774,775420,2014/04/23 04:00:00+00,SC-655E (Sussex County),R-VA091SC00655EB,  9100655     ,91-655 Oakdale Rd,SR 40 Sussex Dr,91-654 Coppahaunk Rd,130,R,,,,,,,X,,X,,,X,Bidirectional,2.2,Sussex County,3.8,Sussex County,,,775420,1,1,48000,SC-655E (Sussex County) - ADT 130,Hampton Roads,Hampton Roads,SC,1720039,,,3144.52120256803
83775,771569,2018/02/02 05:00:00+00,SC-606N (Southampton County),R-VA087SC00606NB,  8700606     ,87-606 Cabin Point Rd,SR 35 Plank Rd,"87-607 S, Horse Pen Rd",100,R,,,,,,,X,,X,,,X,Bidirectional,0,Southampton County,4.8,Southampton County,,,771569,1,1,48000,SC-606N (Southampton County) - ADT 100,Hampton Roads,Hampton Roads,SC,2095895,,,9327.25662819899
83781,779341,2016/03/22 04:00:00+00,SC-1105N (York County),R-VA099SC01105NB,  9901105     ,99-1105 Banneker Dr,99-1104 Armstrong Dr,99-1103 Bunche Dr,280,R,,,,,,,X,,X,,,X,Bidirectional,0.12,York County,0.26,York County,,,779341,1,1,24000,SC-1105N (York County) - ADT 280,Hampton Roads,Hampton Roads,SC,1595368,,,277.141699248392
83784,700675,2017/07/27 04:00:00+00,SC-1115E (Accomack County),R-VA001SC01115EB,  0101115     ,01-1115 Phillips St,01-1119 WCL Melfa,01-1112 Martin St,70,R,,,,,,,X,,X,,,X,Bidirectional,0,Accomack County,0.07,Accomack County,,,700675,1,1,48000,SC-1115E (Accomack County) - ADT 70,Hampton Roads,Hampton Roads,SC,1487012,,,130.997060564304
83795,742656,2017/01/25 05:00:00+00,SC-653E (Greensville County),R-VA040SC00653EB,  4000653     ,40-653 Fairground Rd,40-687 Mill Rd,40-652 Inge Ave,170,R,,,,,,,X,,X,,,X,Bidirectional,0,Greensville County,0.3,Greensville County,,,742656,1,1,48000,SC-653E (Greensville County) - ADT 170,Hampton Roads,Hampton Roads,SC,1523432,,,595.044465019571
83800,789897,2021/01/01 05:00:00+00,VA-164W Ramp 0B,R-VA   SR00164WB      RMP000.00B,  SR00164W000B,VA 164 WB Exit 000B Ramp,"SR 164 W, Western Freeway",I-664 West,9700,G,95.75047,0.28282,0.44196,0.81201,2.71478,0,F,0.1217,F,1,11000,G,Master Non-Prime,0,Nansemond Maintenance Area,0.35,Nansemond Maintenance Area,,,789897,1,1,100000,VA-164W Ramp 0B - ADT 9700,Hampton Roads,Hampton Roads,SR,1814659,,,830.851062024456
83801,778913,2021/01/01 05:00:00+00,SC-622E (York County),R-VA099SC00622EB,  9900622     ,99-622 Seaford Rd,"99-718 E, Back Creek Rd","99-787 W, Old Seaford Rd",2700,G,97.61033,0.19117,1.27449,0.47793,0.44607,0.03186,C,0.0976,F,0.5882,2900,G,Bidirectional,2.38,York County,2.91,York County,0.09565,0.06344,778913,1,1,24000,SC-622E (York County) - ADT 2700,Hampton Roads,Hampton Roads,SC,1824900,,,1085.79820621939
83837,781069,2021/01/01 05:00:00+00,I-64E Ramp 290A,R-VA   IS00064EB      RMP290.00A,  IS00064E290A,I-64 EB Exit 290A Ramp,I-64 East Collector Rd,SR 168 North,5200,G,93.74518,0.43115,1.32883,1.68919,2.65123,0.16088,C,0.1369,F,1,5600,G,Master Prime,0,Norfolk Maintenance Area,0.27,Norfolk Maintenance Area,0.48463,0.29844,781069,1,1,100000,I-64E Ramp 290A - ADT 5200,Hampton Roads,Hampton Roads,IS,1825060,,,647.394371163775
83842,747519,2016/01/27 05:00:00+00,SC-1339E (James City County),R-VA047SC01339EB,  4701339     ,47-1339 Persimmon Place,Cul-de-Sac,47-1332 Linden Lane,140,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.05,James City County,,,747519,1,1,24000,SC-1339E (James City County) - ADT 140,Hampton Roads,Hampton Roads,SC,1413026,,,88.4303072895603
83844,300346,2021/01/01 05:00:00+00,SC-630N (Sussex County),R-VA091SC00630NB,  9100630     ,91-630 Little Mill Rd,91-687 Parham Rd,91-681 Concord Sappony Rd,310,G,99.01961,0.19608,0.39216,0.39216,0,0,C,0.136,F,0.5294,310,G,Bidirectional,3.69,Sussex County,4.59,Sussex County,0,0,300346,1,1,200000,SC-630N (Sussex County) - ADT 310,Hampton Roads,Hampton Roads,SC,2152540,,,1659.69955963975
83850,781332,2021/01/01 05:00:00+00,VA-105W Ramp 1A,R-VA   SR00105WB      RMP001.00A,  SR00105W001A,VA 105 WB Exit 001A Ramp,"SR 105 W, Ft Eustis Blvd",I-64 East,5100,G,,,,,,,X,0.118,F,1,5400,G,Master Non-Prime,0,York County,0.19,York County,,,781332,1,1,100000,VA-105W Ramp 1A - ADT 5100,Hampton Roads,Hampton Roads,SR,1812230,,,460.926406965062
83851,300127,2021/01/01 05:00:00+00,SC-730E (Greensville County),R-VA040SC00730EB,  4000730     ,40-730 Low Ground Rd,SCL Emporia,"40-622 W, Little Low Ground Rd",2000,G,97.50529,0,0.63425,0.5074,1.31079,0.04228,C,0.1033,F,0.5896,1900,G,Bidirectional,0,Greensville County,1.15,Greensville County,0.07748,0,300127,1,1,200000,SC-730E (Greensville County) - ADT 2000,Hampton Roads,Hampton Roads,SC,1524156,,,2310.46910025442
83866,794785,2016/04/12 04:00:00+00,SC-1082E (James City County),R-VA047SC01082EB,  4701082     ,47-1082 LochHaven Dr,"47-1070; 47-1083",Dead End,90,R,,,,,,,X,,X,,,X,Bidirectional,0,James City County,0.06,James City County,,,794785,1,1,24000,SC-1082E (James City County) - ADT 90,Hampton Roads,Hampton Roads,SC,2531501,,,108.795769187303
83874,403961,2021/01/01 05:00:00+00,SC-626N (Surry County),R-VA090SC00626NB,  9000626     ,90-626 Beachland Rd,SCL Surry,"SR 10 S, Colonial Trail",280,N,87.86517,0.22472,10.78652,0,1.1236,0,C,0.1224,F,0.6333,270,N,Bidirectional,8.32,Surry County,8.67,Surry County,0.40759,0.40759,403961,1,1,200000,SC-626N (Surry County) - ADT 280,Hampton Roads,Hampton Roads,SC,1599890,,,685.919195803612
